CustomerID,frequency,recency,T,monetary_value
15238,2,155,184,385.925
15239,1,68,78,318.8
15240,11,691,735,355.4736364
15241,10,589,655,275.452
15243,1,361,435,316.68
15244,2,602,667,315.785
15245,7,461,595,585.5114286
15246,2,317,555,257.075
15247,2,415,537,332.25
15248,2,123,534,335.51
15249,16,592,623,530.3175
15251,18,671,680,1080.814444
15252,4,575,611,376.3425
15253,5,570,586,328.726
15254,2,433,560,319.005
15255,7,671,737,492.2257143
15256,1,413,561,98.45
15257,1,131,414,317.15
15258,1,49,217,307.5
15259,2,171,683,439.915
15260,19,634,734,448.1147368
15261,3,299,434,213.2233333
15262,2,165,488,145.875
15264,1,466,530,393.74
15265,3,588,739,1017.166667
15266,4,364,702,160.0525
15267,4,160,182,170.4
15268,1,127,605,414.3
15269,2,367,390,372.03
15270,13,708,723,616.1276923
15271,23,484,491,171.4143478
15272,5,607,664,319.172
15274,1,14,18,332.58
15276,2,368,434,120.675
15277,1,379,425,255.9
15278,1,105,666,238.44
15279,4,322,676,307.1025
15280,2,399,571,132.31
15281,14,369,427,341.1392857
15283,2,128,518,24.375
15287,4,716,738,199.4575
15288,8,623,666,422.61
15289,4,592,621,288.3675
15290,23,650,654,444.3113043
15291,38,712,737,344.3910526
15296,9,638,688,1012.511111
15297,2,53,63,205.74
15298,21,730,732,417.0628571
15299,6,630,697,904.1683333
15301,13,400,450,491.2930769
15303,2,394,684,460.99
15304,8,361,421,86.8
15306,8,596,660,387.1525
15309,3,126,736,174.7366667
15311,195,739,739,585.3507692
15312,11,649,724,237.14
15314,2,229,428,173.885
15315,1,52,116,336.96
15321,6,605,675,1049.678333
15322,1,391,476,679.68
15323,2,100,662,163.2
15325,6,559,662,230.9933333
15326,4,406,739,348.18
15329,10,687,726,264.047
15330,1,28,60,394.56
15331,1,110,609,402.32
15332,3,147,513,1062.15
15334,2,17,173,118.16
15339,5,604,670,337.124
15341,1,369,449,2020.52
15344,2,74,74,127.625
15346,2,99,431,166.82
15347,3,71,437,202.05
15349,1,29,187,107.7
15350,1,10,383,115.65
15351,9,420,432,306.4866667
15353,6,484,738,420.455
15355,1,24,53,150.8
15356,12,391,422,253.4425
15358,29,729,733,551.0158621
15359,3,31,694,58.08333333
15361,3,182,543,205.89
15362,1,291,739,302.33
15363,1,120,492,326
15364,1,159,254,581.39
15365,6,649,674,705.335
15366,6,577,652,345.415
15367,8,673,730,536.96375
15368,1,373,394,446.94
15369,7,240,732,848.3285714
15370,7,370,410,340.8642857
15372,5,527,664,1116.964
15373,15,578,586,197.7026667
15374,1,496,624,168
15376,2,182,222,289.595
15377,2,33,415,453.725
15378,1,39,501,136.5
15379,7,231,400,529.0414286
15380,10,731,739,298.554
15381,4,370,583,385.2675
15382,9,722,736,1356.705556
15384,3,423,592,583.7633333
15385,2,638,678,317.14
15389,4,510,682,469.75
15390,1,13,409,381.77
15392,6,427,431,420.035
15393,4,709,725,175.875
15394,9,716,725,554.3777778
15396,1,471,583,288.18
15398,1,62,78,710.68
15399,2,78,79,255.3
15400,7,468,560,158.3285714
15401,1,116,568,80.75
15402,5,443,591,249.296
15403,1,240,731,75.12
15405,1,387,576,349.1
15406,2,422,453,255.355
15407,3,272,305,293.9133333
15410,9,515,599,422.6933333
15411,3,156,182,397.51
15413,4,47,739,1557.12
15414,2,233,242,369.35
15416,5,613,677,836.758
15418,1,161,586,242.93
15420,5,301,735,129.178
15421,8,675,733,445.53625
15422,5,348,671,264.196
15423,2,583,621,56.67
15424,1,209,463,383.34
15425,3,264,664,392.81
15426,6,567,586,292.18
15427,1,14,47,1071.05
15428,3,708,723,192.77
15429,1,49,75,154.29
15430,1,61,528,118
15432,1,518,541,171.19
15433,1,54,267,160.66
15434,9,677,685,253.5233333
15436,2,222,234,291.825
15437,1,378,640,200.16
15439,2,250,654,260.1
15440,2,154,208,128.94
15441,2,335,731,476.32
15443,13,641,642,362.7269231
15444,1,31,40,1075.36
15445,1,326,590,113.5
15446,2,351,727,138.16
15447,3,295,625,130.5266667
15448,1,363,675,494.64
15449,2,235,261,314.3
15451,1,165,599,122.1
15452,5,482,511,182.682
15453,6,186,187,196.2383333
15454,1,256,618,179.1
15456,8,449,732,235.01375
15458,1,377,402,161.64
15459,1,80,497,105
15461,1,171,631,219.7
15462,3,351,445,78.2
15465,31,711,730,376.2451613
15466,3,652,737,273.3333333
15467,2,143,152,118.23
15468,1,341,392,467.51
15469,2,388,438,269.275
15471,2,548,550,511.38
15473,4,430,444,442.8
15476,2,62,442,686.275
15478,2,535,575,699.96
15480,3,561,677,1547.54
15482,15,723,738,949.0853333
15483,5,524,685,131.542
15484,5,734,735,792.52
15485,5,709,739,781.816
15488,4,491,583,98.485
15489,7,672,694,315.0871429
15491,4,140,235,519.41
15492,1,46,74,171.72
15493,7,623,655,527.38
15494,4,709,730,702.2475
15497,8,705,722,1048.17375
15498,30,722,724,721.538
15500,3,73,81,241.8466667
15501,1,11,415,166.1
15502,9,539,554,1264.184444
15503,1,365,727,141.04
15504,3,585,666,84.99666667
15505,4,103,155,666.7
15506,5,455,477,366.964
15508,3,46,235,229.6166667
15511,4,74,85,174.4075
15512,3,522,677,97.52666667
15513,26,663,696,967.8288462
15514,14,724,736,421.245
15516,1,2,46,8.67
15518,13,656,720,303.7607692
15519,1,63,446,197.5
15521,11,664,704,596.9563636
15522,1,55,87,138.94
15523,14,654,738,1168.670714
15524,1,582,606,440
15525,3,380,382,244.79
15527,18,707,725,292.0572222
15529,11,372,394,360.2363636
15530,4,491,512,374.3275
15531,1,22,30,477.33
15532,9,524,549,370.3122222
15533,2,70,89,178.955
15535,4,276,449,207.335
15538,5,127,664,562.5
15540,1,364,375,213.3
15542,1,226,738,345.93
15543,1,171,459,127.86
15544,19,672,681,386.5615789
15545,1,317,371,153.64
15547,22,727,734,426.8381818
15549,7,621,698,294.7085714
15550,9,733,737,227.8555556
15551,4,514,550,349.735
15552,1,406,623,90.12
15555,31,722,734,332.1458065
15561,6,653,664,266.3533333
15562,2,376,727,156.435
15563,5,659,681,486.132
15564,1,214,677,35.7
15565,1,20,70,84.36
15566,1,333,725,89.65
15568,2,71,73,264.99
15569,8,547,650,415.53125
15570,22,614,621,363.3672727
15571,12,723,734,314.5075
15572,7,600,604,523.4671429
15573,4,699,730,227.585
15574,4,287,464,239.1925
15577,3,576,727,91.02666667
15579,4,364,432,151.9125
15580,7,295,671,182.2428571
15581,29,618,738,238.9265517
15582,2,196,220,189.65
15584,5,648,671,183.242
15586,2,109,701,229.44
15587,6,441,491,223.32
15589,1,55,310,293.58
15590,3,224,606,371.8666667
15591,2,92,674,88.3
15594,4,219,234,375.9675
15596,8,399,499,267.39625
15597,1,540,575,324.57
15598,1,374,427,240.68
15599,2,419,445,380.87
15600,3,165,593,290.2766667
15601,26,728,739,545.7226923
15602,15,730,738,191.7773333
15603,1,570,648,48.48
15605,8,659,695,201.78125
15606,16,586,647,308.068125
15607,8,365,701,168.15375
15608,3,387,415,364.56
15611,23,675,684,122.4708696
15612,1,25,61,125.5
15614,2,189,626,909.69
15615,37,728,738,560.2937838
15617,2,111,507,311.7
15618,2,104,136,277.01
15620,3,353,409,517.7266667
15621,2,17,21,364.875
15622,9,602,645,711.43
15623,7,589,730,304.2642857
15624,3,140,256,134.7433333
15625,8,439,542,341.03375
15626,2,347,421,337.9
15627,1,65,522,286.74
15628,16,723,727,315.425
15629,2,82,532,532.35
15630,2,599,644,593.175
15632,7,259,274,412.9542857
15633,12,223,732,345.3391667
15634,1,366,383,243.55
15636,3,480,569,351.88
15637,4,673,725,127.1775
15638,4,232,610,509.45
15639,2,471,605,335.42
15640,24,722,726,918.2545833
15641,11,629,734,472.2863636
15643,1,91,282,326.9
15644,2,95,261,282.46
15645,2,407,425,314.855
15646,4,253,410,173.35
15648,1,63,267,340.5
15649,3,51,387,374
15650,1,107,628,194.8
15651,3,560,596,322.6
15652,4,394,485,326.0625
15653,1,23,115,829.44
15654,1,17,26,327.51
15656,3,239,284,168.5166667
15658,7,547,737,256.5171429
15659,2,611,654,212.025
15660,11,648,673,226.79
15661,7,261,578,127.8571429
15662,1,77,739,177.88
15664,3,600,650,281.1833333
15665,4,467,635,848.91
15666,1,23,495,226.68
15669,3,223,263,161.8466667
15670,1,260,556,173.05
15671,6,252,270,383.49
15673,8,568,656,683.345
15674,12,659,732,540.4808333
15675,3,323,404,107.8966667
15676,2,265,283,1268.98
15677,2,414,463,482.49
15678,2,470,522,554.73
15679,3,158,182,201.02
15680,9,729,738,413.0211111
15681,9,539,564,285.9111111
15682,1,89,688,190.76
15683,1,356,473,193.75
15684,2,189,736,32.275
15687,7,322,330,377.0857143
15689,2,498,617,127.05
15690,1,96,100,128.76
15691,3,482,734,136.5
15694,23,733,733,418.2873913
15695,2,416,682,391.215
15696,12,652,685,309.8808333
15700,1,1,173,3.9
15701,3,108,110,225.0333333
15702,1,207,683,112.57
15704,4,443,583,723.3725
15706,3,53,116,203.5033333
15707,3,51,86,252.7
15708,8,385,425,442.835
15709,1,306,589,133.25
15711,1,129,685,313.6
15712,11,730,739,292.4463636
15713,3,581,724,198.5933333
15714,4,544,555,128.74
15715,2,64,619,149.035
15716,10,588,733,227.109
15717,4,358,592,133.375
15719,30,707,739,327.294
15720,1,526,550,598.73
15722,8,605,640,594.83125
15723,3,210,574,231.4466667
15724,2,199,400,109.125
15727,13,669,685,649.1453846
15728,1,65,444,297
15729,2,191,403,58.85
15730,4,366,431,359.595
15732,8,462,674,164.07125
15734,3,433,547,650.8833333
15737,6,228,242,118.7066667
15738,36,712,730,354.4802778
15741,1,160,618,145.47
15743,3,168,184,151.1366667
15745,3,217,236,263.9133333
15747,8,679,691,284.21625
15748,1,409,449,144.36
15749,1,97,332,21535.9
15750,16,737,739,389.4294375
15751,6,274,734,183.5833333
15752,8,418,457,415.0475
15754,8,605,656,202.1575
15755,16,726,736,355.273125
15756,3,188,249,134.8066667
15757,5,482,547,482.258
15759,6,520,738,117.5333333
15762,1,12,77,268.44
15763,1,46,77,564.43
15764,5,390,478,727.634
15766,2,619,683,314.73
15768,32,622,737,462.7065625
15769,39,722,729,2221.346667
15771,2,90,694,345.145
15773,1,404,409,635.68
15774,5,589,657,219.152
15775,1,386,631,104.9
15777,5,327,568,350.662
15779,1,69,532,56.7
15780,2,174,357,149.065
15781,2,280,305,131.055
15782,3,421,430,871.58
15784,1,206,673,382.14
15785,11,693,725,513.3645455
15786,3,490,536,2238.303333
15787,1,35,61,454.16
15789,4,265,623,394.565
15791,4,598,641,825.2525
15792,1,219,618,457
15793,7,725,739,301.1414286
15794,1,1,738,102
15795,6,542,691,311.1533333
15796,16,617,618,312.614375
15797,5,569,682,504.08
15798,2,190,682,584.545
15799,3,343,418,294.7133333
15800,3,511,618,288.68
15801,2,63,109,463.365
15803,3,626,677,441.9533333
15804,12,198,198,306.7525
15805,21,707,730,451.9252381
15806,2,230,276,242.11
15807,3,617,667,471.86
15808,20,433,739,816.1355
15809,6,499,535,184.1483333
15810,7,596,674,383.6242857
15811,6,366,388,369.77
15812,11,618,725,446.4318182
15813,1,32,239,533.26
15814,4,587,603,585.09
15815,4,196,259,418.4
15817,2,123,543,930.075
15819,7,582,631,487.0671429
15821,1,17,61,316.78
15822,5,731,734,273.148
15823,2,360,732,42.9
15824,1,79,532,496.14
15826,2,512,568,827.155
15827,21,628,701,160.7066667
15829,1,41,140,310.7
15831,2,266,324,242.35
15834,4,354,424,656.9225
15835,3,286,330,217.66
15837,1,421,485,391.98
15838,28,714,725,2596.803571
15839,2,115,148,374.655
15840,1,114,172,113.82
15841,8,658,730,306.56125
15842,1,134,527,376.25
15845,10,666,683,421.024
15847,4,603,641,185.4875
15850,5,708,727,180.02
15852,2,340,526,80.355
15854,18,726,730,277.0044444
15855,5,340,476,142.448
15856,43,733,737,728.4497674
15857,1,412,430,297
15858,12,715,730,275.3266667
15860,16,694,734,134.790625
15861,9,669,681,439.4944444
15862,9,715,723,216.7688889
15863,4,698,723,54.45
15864,6,359,381,322.72
15865,4,664,704,383.7175
15867,29,721,726,286.4051724
15869,1,349,626,149.64
15870,2,414,446,244.86
15872,2,536,550,305.105
15873,1,1,500,138.24
15874,15,639,702,711.3506667
15876,1,39,448,718.34
15877,1,16,17,251.02
15878,1,173,734,118.64
15879,3,319,723,338.92
15881,2,52,364,193.47
15882,5,532,730,188.606
15883,1,31,33,252.72
15884,1,305,737,7.9
15885,14,596,688,129.905
15886,2,538,598,379.25
15887,2,149,555,292.5
15888,2,446,526,173.705
15889,7,574,730,165.4114286
15890,2,210,604,136.225
15894,1,116,369,106.81
15898,23,728,729,199.9752174
15900,3,539,562,250.1166667
15901,5,527,543,97.476
15903,11,686,695,809.0945455
15906,7,431,450,345.6485714
15907,2,207,210,329.825
15908,1,22,512,575.2
15910,14,688,688,182.8385714
15911,6,108,731,238.83
15912,5,552,730,127.782
15916,11,714,730,250.6109091
15917,3,491,738,141.1666667
15918,2,441,631,167.115
15919,1,349,368,311.61
15920,4,572,726,111.8875
15921,3,468,640,225.0266667
15932,7,285,289,311.1628571
15933,2,65,86,347.825
15934,1,12,429,579.9
15935,1,2,241,108.04
15936,1,88,467,111.17
15938,8,444,556,77.82125
15939,14,285,374,436.7864286
15943,1,28,678,145.59
15944,3,451,727,525.28
15945,3,374,739,173.8133333
15946,1,131,633,1149.16
15948,2,416,424,477.62
15949,1,55,71,127.68
15950,9,652,683,729.3611111
15951,2,373,381,354.11
15952,3,192,225,183.0866667
15953,17,722,737,180.4788235
15955,17,631,655,452.7470588
15956,1,176,727,291.2
15957,1,389,420,428.89
15958,3,476,550,132.69
15960,3,61,435,83.35
15963,1,26,45,190.72
15965,10,720,737,260.244
15967,10,716,739,280.929
15969,4,520,522,255.8225
15970,1,295,598,314.1
15971,16,715,732,357.496875
15972,3,144,600,354.9133333
15973,2,63,429,332.81
15974,6,249,288,445.485
15976,5,386,551,298.81
15977,1,22,39,699.1
15978,2,567,644,1340.15
15980,3,468,556,1472.013333
15981,20,596,620,449.0885
15983,7,712,734,403.01
15984,24,737,739,336.39
15985,5,438,561,445.472
15986,1,351,381,168.12
15987,6,367,379,238.795
15988,2,638,657,235.045
15989,1,363,738,228.15
15990,6,606,650,300.9833333
15992,2,450,453,287.925
15993,4,36,44,374.96
15994,2,581,635,392.61
15996,6,309,397,172.0966667
15998,14,703,739,540.9878571
16003,7,708,737,746.5657143
16004,3,210,684,563.8833333
16005,8,438,450,264.35875
16006,1,176,387,101.4
16007,6,496,543,449.3716667
16008,14,607,630,360.5485714
16009,3,137,159,176.84
16010,9,166,411,175.8955556
16011,28,731,739,193.5539286
16012,4,494,529,500.815
16013,48,729,732,1142.446667
16014,4,641,678,213.34
16015,2,46,49,201.89
16016,9,399,402,200.86
16017,4,657,704,239.9325
16018,3,694,733,167.45
16019,22,680,726,749.015
16020,1,49,65,332.21
16021,1,149,544,338.59
16023,2,220,266,270.985
16024,1,399,411,251.03
16027,14,610,701,138.1257143
16029,70,694,732,1635.897429
16031,1,155,247,242.27
16032,5,67,523,311.252
16033,24,480,485,428.2716667
16034,5,213,409,140.73
16036,3,533,620,569.3866667
16037,4,379,648,288.905
16038,2,194,201,77.415
16039,1,205,628,312.92
16040,6,544,609,340.325
16041,1,111,141,426.6
16042,5,431,453,320.234
16043,7,444,481,190.3057143
16045,6,379,498,411.0183333
16048,2,176,549,308.895
16049,5,476,516,324.502
16050,2,228,401,105.05
16053,4,578,610,750.545
16054,3,472,617,553.1333333
16057,6,686,702,569.2616667
16059,11,504,569,259.6154545
16060,2,94,494,98.175
16062,6,527,536,386.6883333
16065,5,98,463,311.68
16066,4,108,124,301.165
16067,2,114,676,704.015
16070,1,10,32,165.3
16071,3,612,656,270.8333333
16072,2,261,549,1216.775
16075,1,62,564,267.23
16076,8,205,208,241.16
16078,1,387,670,79.2
16079,2,24,40,421.89
16080,3,369,450,98.63666667
16081,7,619,675,597.0242857
16083,3,288,388,547.1066667
16085,11,666,689,189.5809091
16086,9,679,738,267.02
16087,4,301,690,348.39
16088,1,16,591,712.28
16089,1,123,509,108.84
16091,1,44,198,157.81
16092,4,465,579,278.63
16094,9,591,602,373.4733333
16096,3,381,645,336.0233333
16098,13,638,725,296.6161538
16099,6,596,646,239.45
16101,3,491,561,801.8833333
16102,2,86,128,501.19
16103,20,694,701,299.563
16104,7,673,734,297.7942857
16105,4,356,604,447.66
16107,6,166,183,445.21
16108,3,547,631,636.2433333
16109,2,481,699,305.94
16110,3,477,522,440.3166667
16112,3,195,338,41.24666667
16115,11,565,574,214.9745455
16117,2,402,591,260.45
16119,7,716,724,219.63
16120,1,363,422,1309.14
16121,3,508,565,432.99
16122,5,352,425,156.264
16124,3,416,733,436.4966667
16125,13,359,726,277.1261538
16126,14,709,738,1033.607143
16127,1,688,727,656.25
16128,9,494,511,386.2855556
16129,2,100,507,474.555
16130,3,195,617,259.8433333
16131,7,687,738,1234.207143
16132,1,83,627,310.8
16133,49,615,618,454.8985714
16134,4,519,540,309.6675
16135,1,321,583,517.55
16136,3,605,664,236.46
16138,2,212,590,197.07
16139,4,719,737,188.89
16140,2,376,441,362.59
16141,1,329,417,620.4
16143,11,727,730,386.7936364
16145,18,576,584,330.6716667
16146,3,291,448,244.71
16147,4,540,673,431.0675
16148,1,140,436,76.32
16149,2,425,429,140.26
16150,9,681,723,405.9966667
16153,10,513,562,373.751
16155,3,158,539,189.4333333
16156,17,730,738,346.3576471
16157,2,57,72,244.185
16158,7,213,735,68.81428571
16159,3,456,737,305.08
16160,1,20,85,223.5
16161,41,669,670,301.5185366
16163,5,506,738,322.4
16164,2,25,42,288.56
16166,1,264,692,195.99
16167,3,325,739,300.11
16168,55,727,737,184.9367273
16169,3,67,75,411.8366667
16170,19,610,660,344.6905263
16172,6,418,513,312.2666667
16173,5,83,98,197.788
16174,6,477,603,340.4916667
16175,6,469,563,257.7983333
16176,3,199,620,441.4333333
16177,6,597,647,317.5966667
16178,1,263,401,197.9
16180,10,434,534,1423.235
16182,8,568,640,1184.58125
16183,3,340,407,207.9033333
16184,5,147,211,202.114
16185,2,548,564,264.705
16186,22,709,731,378.595
16187,10,253,284,623.554
16188,4,364,408,245.465
16189,1,70,85,71
16190,7,686,726,360.9471429
16191,16,727,729,958.07625
16193,1,174,410,314.45
16197,8,255,724,237.42625
16198,1,362,437,400.681
16199,6,239,631,146.125
16200,8,734,738,572.54875
16201,4,412,415,465.8675
16202,6,378,738,365.84
16203,5,446,504,132.342
16204,2,709,732,352.72
16205,6,512,542,266.6666667
16206,11,631,685,204.5181818
16208,9,610,654,346.3222222
16209,8,458,546,423.69
16210,30,737,738,1103.889333
16211,2,350,438,423.51
16212,3,652,671,344.2366667
16214,3,265,435,354.25
16217,1,47,282,121.25
16218,11,532,561,350.4972727
16221,8,450,486,219.20375
16222,1,404,722,773.55
16223,1,21,395,503.61
16224,4,330,387,323.825
16225,12,627,671,223.1425
16226,4,210,413,85.83
16227,2,310,535,353.51
16228,1,15,400,437.37
16229,5,477,564,489.5
16230,1,31,220,266.1
16231,3,218,597,262.2233333
16232,5,507,550,406.844
16233,8,667,738,190.50125
16234,2,85,561,120.91
16235,8,430,470,172.28125
16239,5,407,463,245.92
16240,1,53,77,1894.01
16241,14,401,410,258.0157143
16242,12,626,634,574.0225
16243,1,21,54,194.15
16244,1,161,372,466.12
16245,2,233,256,479.84
16246,1,211,670,654.45
16249,4,187,239,246.31
16250,2,125,386,194.72
16253,6,666,732,1148.845
16254,2,254,632,403.85
16255,14,669,685,302.3121429
16256,2,331,597,529.765
16258,12,594,639,932.2975
16259,1,195,605,183.07
16261,5,425,442,177.894
16264,1,8,446,266.05
16265,10,398,407,674.757
16266,11,601,674,145.98
16271,9,640,642,303.4866667
16273,1,9,657,76.5
16275,2,445,641,727.635
16276,2,431,607,786.015
16278,2,399,499,428.77
16279,8,575,596,651.6825
16281,2,611,683,1321.25
16282,2,380,719,518.79
16283,7,645,650,499.4714286
16284,2,362,393,406.34
16286,1,146,623,56
16287,4,521,690,195.09
16290,3,101,565,353.2233333
16292,4,483,604,235.375
16293,9,708,729,439.2844444
16295,3,55,64,324.2166667
16296,3,96,722,312.5566667
16298,6,420,442,150.35
16300,2,246,676,478.105
16303,6,606,631,1218.318333
16306,6,221,434,105.3783333
16307,2,148,577,379.535
16308,6,688,725,693.3333333
16309,1,134,240,372.37
16310,1,228,642,269.7
16311,1,32,49,214.71
16313,1,46,49,106.53
16314,2,83,472,545.1
16315,1,206,536,226.37
16316,11,429,493,431.9236364
16317,4,465,584,454.5025
16320,5,510,682,961.168
16321,4,667,739,102.1125
16322,1,35,36,113.67
16323,1,381,577,207.5
16324,1,49,177,253.22
16325,11,690,736,312.1336364
16326,22,676,681,202.8377273
16327,15,712,726,630.7353333
16329,3,312,739,471.62
16330,4,646,663,143.4875
16331,3,210,642,520.2
16332,10,561,589,189.226
16333,12,302,309,2136.44
16335,6,185,736,410.7883333
16336,2,211,631,864.895
16340,2,444,551,565.1
16341,5,585,609,617.702
16342,3,104,179,61.82
16343,1,391,407,328.58
16344,3,511,669,211.1066667
16345,1,439,483,565.46
16347,9,626,637,357.9133333
16348,6,398,430,235.9416667
16350,7,407,428,277.4128571
16351,12,404,736,259.4525
16352,1,20,37,289.52
16353,31,730,733,299.4051613
16354,4,528,591,227.795
16356,4,354,551,79.3925
16357,3,348,381,219.6266667
16358,4,393,394,506.875
16359,15,655,662,167.9546667
16360,5,84,88,649.06
16361,3,62,71,185.4233333
16362,3,405,437,236.6633333
16364,1,126,137,359.49
16365,13,712,729,228.3515385
16366,3,706,724,434.8266667
16367,2,346,383,400.335
16368,2,433,435,239.955
16369,6,593,611,405.7183333
16370,3,143,225,343.2466667
16372,3,574,607,393.12
16373,1,29,411,114.75
16374,4,522,588,317.065
16376,1,9,17,112.76
16377,1,350,617,676.2
16378,2,63,310,109.375
16379,3,74,78,559.5066667
16381,1,23,418,43.5
16382,1,142,550,157.33
16383,6,600,674,406.05
16384,3,501,590,346.4
16385,4,571,631,192.7725
16386,2,359,387,151.285
16387,4,316,638,185.5675
16389,3,230,283,420.8066667
16390,2,144,680,136.85
16391,3,161,561,297.8766667
16392,2,292,561,282.205
16393,22,737,739,225.3068182
16394,4,233,289,310.7325
16395,11,674,734,297.7681818
16398,1,99,253,535.85
16399,2,370,389,204.01
16400,8,638,732,312.48375
16401,20,554,555,337.8525
16402,1,105,369,87.8
16405,1,8,310,160.4
16406,2,636,654,162.205
16407,11,420,432,225.0072727
16409,11,691,727,467.2663636
16411,3,409,428,138.9066667
16412,4,621,674,131.235
16413,1,319,375,262.2
16414,4,674,695,105.53
16415,2,633,677,258.78
16416,7,629,655,331.4914286
16418,4,378,422,233.91
16419,6,557,669,208.2533333
16421,2,93,469,107.835
16422,91,680,697,675.5469231
16424,1,191,382,133.56
16426,6,274,276,255.8983333
16427,1,21,284,131.26
16428,1,84,497,220.48
16430,6,625,682,168.8316667
16431,1,84,297,288.68
16433,1,380,408,184.26
16434,11,663,692,199.9281818
16435,1,2,514,590.9
16436,2,65,734,76.095
16437,1,48,429,183.9
16438,4,77,82,148.4875
16440,5,486,493,728.134
16441,4,560,627,198.3475
16442,4,726,727,184.23
16444,15,579,625,218.0726667
16445,2,378,411,210.73
16446,1,205,205,168469.6
16447,2,526,661,275.115
16448,1,273,471,182.99
16449,1,83,280,291
16450,2,508,657,548.72
16451,2,649,736,352.75
16452,1,64,694,138.49
16453,1,18,548,102.25
16454,3,567,611,9.8
16455,9,556,619,343.3788889
16456,11,521,620,481.0145455
16458,29,560,562,192.2375862
16460,2,53,81,276.195
16461,2,469,646,395.37
16462,2,210,283,51
16463,3,183,204,367.6766667
16464,2,123,142,459.165
16465,1,24,444,289.6
16466,14,609,642,235.3092857
16467,6,230,738,456.34
16468,2,407,481,342.96
16469,3,491,514,208.4733333
16470,9,678,729,247.2966667
16471,3,379,653,288.8666667
16472,1,163,597,232.56
16473,3,210,374,105.37
16474,5,138,145,293.86
16475,3,185,273,78.1
16477,10,421,484,357.934
16478,2,40,65,64.05
16484,1,17,190,118.6
16485,4,657,734,416.9875
16487,1,83,660,107.2
16488,2,115,148,139.87
16489,1,56,436,193.05
16491,1,367,413,731.5
16493,6,544,623,277.7633333
16495,1,273,276,401.75
16496,4,501,509,469.4425
16497,16,688,737,400.026875
16498,1,1,162,9.75
16499,7,186,546,336.3471429
16500,7,539,543,99.48
16503,9,430,536,371.2955556
16506,1,21,40,35.1
16510,5,320,692,228.38
16511,5,627,648,292.068
16513,3,39,43,255.38
16515,9,488,540,278.6077778
16518,3,495,556,268.1233333
16519,3,623,648,91.64333333
16520,5,461,647,373.98
16521,1,233,648,1044.99
16522,1,15,450,304.56
16523,23,684,685,500.2782609
16524,1,246,692,204.89
16525,47,736,738,503.8048936
16526,1,413,584,290.36
16527,1,343,424,228.06
16529,3,340,530,539.1666667
16531,10,419,441,190.852
16532,4,603,620,1973.76
16533,2,49,68,359.295
16535,2,676,681,476.02
16538,1,54,595,168.26
16539,9,530,532,345.34
16542,1,348,401,119.62
16544,1,144,663,110.3
16545,1,211,375,339.3
16546,3,152,442,987.4566667
16549,30,611,621,420.0606667
16550,17,630,738,486.7535294
16551,6,632,727,324.0233333
16552,1,131,373,284.44
16553,15,504,667,1067.344667
16554,7,683,725,346.6042857
16555,2,470,505,142.945
16556,16,667,733,489.086875
16557,1,113,137,180.7
16558,35,737,737,371.6302857
16560,7,706,732,365.8985714
16561,1,54,59,246.16
16563,5,686,739,774.82
16565,3,191,555,152.6833333
16566,4,277,292,129.94
16567,1,142,336,308.04
16568,1,214,641,543.6
16569,4,721,724,258.27
16570,16,604,619,425.2475
16571,9,605,631,426.7588889
16572,2,148,275,333.51
16573,1,206,290,370.98
16574,2,588,659,355.435
16576,1,101,521,313.47
16583,1,301,674,233.45
16584,4,582,662,556.1125
16585,1,103,696,252.27
16586,2,387,635,567.365
16588,3,188,574,381.4933333
16589,3,379,450,153.08
16590,1,14,414,289.15
16592,17,718,722,440.9005882
16593,7,685,735,141.6485714
16595,4,631,692,313.79
16596,3,715,730,121.1433333
16600,12,718,722,153.6166667
16601,2,583,623,304.875
16602,1,352,388,528.08
16603,1,17,91,185.85
16604,1,6,568,125.75
16606,1,30,434,119.7
16607,23,572,589,235.6334783
16608,1,211,664,601.32
16609,6,237,252,822.655
16611,5,453,639,299.618
16612,8,705,737,341.82
16614,2,396,578,443.32
16616,1,142,157,290.32
16618,3,291,322,639.81
16619,3,393,656,314.3733333
16620,5,736,739,187.312
16621,3,226,277,216.8766667
16623,3,347,592,262.33
16624,1,117,197,384.14
16625,4,269,543,346.0075
16626,16,266,266,226.084375
16628,6,612,641,373.35
16629,1,23,96,180.95
16631,5,171,652,305.438
16632,1,96,581,202
16633,5,217,234,487.116
16634,5,466,688,269.202
16636,3,208,646,830.1966667
16637,3,193,225,283.6166667
16638,13,456,478,173.2830769
16639,3,378,409,419.17
16641,1,597,702,231.1
16642,2,411,415,344.165
16643,1,177,422,487.51
16644,1,35,212,111.37
16647,3,375,544,132.59
16648,2,548,590,209.98
16650,5,448,519,255.742
16652,11,574,632,1463.795455
16653,1,55,71,94.8
16654,7,471,612,173.4814286
16655,12,661,678,509.5141667
16656,27,714,736,609.6085185
16657,3,245,254,219.6666667
16658,4,251,619,139.5775
16660,5,679,695,347.59
16661,3,183,723,216.82
16666,1,602,621,118.98
16667,1,216,284,366.78
16668,11,616,631,65.80727273
16669,1,55,78,623.54
16670,17,714,730,432.1317647
16671,2,136,164,154.695
16672,17,264,266,409.3823529
16674,1,44,98,189.14
16675,1,37,478,301.8
16676,5,385,418,388.904
16677,1,242,653,617.39
16678,11,280,282,254.3463636
16679,2,181,547,238.08
16680,2,491,534,140.6
